20Kb_5End 20Kb_3End Within Within+10Kb
17554 22022 27979 37554
0 0 0 0
27038 12249 61963 69000
0 24896 42105 47000
0 0 62000 62000
13000 13000 7654 13000
29000 0 47931 57000
0 11417 42000 42000
8093 0 23000 23000
0 0 0 0
17095 0 36000 36000
0 0 NA 0
0 8543 159000 159000
33000 7529 156748 166748
0 11557 221000 221000
34000 26172 8267 24438
0 0 92000 92000
20000 20000 NA 19552
18818 15000 7939 23818
775 0 0 0
0 8000 157000 165000
36329 0 446672 456672
19000 0 2836 12836
25106 10000 78846 86000
2499 12000 60000 60000
30093 0 72908 82908
0 14000 14000 14000
10407 4987 55000 55407
0 0 0 0
0 0 0 0
8153 28000 58999 68000
26000 26000 NA 16358
31374 14000 369627 379627
0 0 0 0
22664 22207 NA 12207
20394 25802 26806 33000
0 0 0 0
0 0 0 0
24782 7912 32219 37000
24410 24037 374 14410
0 15000 41000 41000
0 0 113000 113000
0 22000 16047 22000
14609 2023 0 4609
0 0 0 0
0 0 NA 0
0 30263 77738 87738
6475 4500 0 0
0 0 NA 0
13363 13439 50000 50000
5353 40001 92686 102686
35362 12679 167362 180041
18675 22000 263838 266000
26376 19649 34625 41000
23907 26667 250428 261000
21890 4269 32111 34000
0 26384 25617 32000
9000 16588 33000 33000
28266 0 108735 117000
0 14971 33000 33000
24293 0 136708 141000
0 18605 451000 451000
12764 0 0 2764
23719 19003 21282 25000
25316 30625 55061 70376
0 15000 155620 156000
10655 0 0 655
0 11602 0 1602
16000 7448 14899 16000
24851 22001 4851 14851
18610 33000 34986 46376
24768 13047 4768 14768
9181 8135 0 0
6712 19787 0 9787
24000 20819 17964 24000
3100 10072 128000 128000
7572 6466 0 0
7028 0 12000 12000
0 22999 72999 76000
26001 28964 8964 27033
36940 24650 12291 26940
496 0 0 0
0 0 0 0
0 0 0 0
0 0 16000 16000
0 29149 9149 19149
31973 21153 34876 46028
13106 16001 NA 0
12000 26258 44622 52000
5726 13763 0 3763
0 19290 27000 36290
0 28660 61341 70000
11625 0 99000 99000
33242 0 36759 46759
28005 0 91996 1e+05
0 26443 27558 34000
0 0 0 0
17044 28133 47868 56000
20918 33969 76115 87032
0 13000 82000 82000
40001 30977 65146 85146
0 0 NA 0
28118 40001 48478 66595
0 0 0 0
0 0 17000 17000
0 21851 42150 44000
0 7862 29000 29000
649 0 29000 29000
0 19000 386019 390000
0 18160 225000 225000
0 0 79000 79000
0 0 NA 0
28018 28000 351962 369979
0 25922 33079 39000
0 0 101000 101000
0 0 0 0
26118 31372 5255 21372
40001 25569 81144 96712
10140 11712 0 1712
16253 24077 24924 29000
0 0 34000 34000
26543 40001 35765 52307
0 0 20000 20000
0 17460 132000 132000
40001 0 471354 481354
0 0 177000 177000
0 0 0 0
28462 28036 NA 18036
0 10795 67000 67000
23000 18458 15221 23000
0 29000 410617 420617
0 0 0 0
10000 3460 0 7678
0 0 0 0
1161 0 66000 66000
5834 5793 0 0
0 0 0 0
25666 19922 27335 33000
29355 40001 51008 70362
18435 19184 NA 8435
11001 11001 0 0
15000 15000 8531 15000
18156 24850 60000 64151
18391 13000 12391 13000
6072 23610 21391 25000
0 25437 53564 59000
0 0 0 0
24948 21617 37437 44000
25398 22999 51605 60000
0 0 NA 0
0 0 0 0
0 11482 25000 26482
13102 14547 0 4547
21516 35718 14203 25718
38807 39129 323 20323
35968 8941 89968 99968
15247 15831 0 5831
22014 30684 8671 20684
38592 40001 3296 23296
40001 40001 954 20954
40001 26003 45660 61662
1336 0 40000 40000
0 13871 0 3871
30864 28852 NA 17989
33000 33000 832 20832
26983 21057 5927 16983
0 0 NA 0
0 0 NA 0
0 0 NA 0
0 0 0 0
0 0 0 0
0 17000 108852 112000
40001 20609 31614 42222
0 29143 26858 36000
5679 14000 53000 53000
0 23339 21662 25000
9013 7891 0 0
20397 23070 20535 24000
5306 0 0 0
0 27341 100660 108000
21342 0 1342 11342
16000 0 349343 359343
0 0 38000 38000
0 25827 78174 84000
36095 19793 20906 30906
0 9564 95000 95000
27000 14000 108125 116000
11805 17499 19000 19000
18000 12720 109460 110000
22607 3634 29394 32000
0 0 0 0
14971 17510 67000 74510
18110 0 20000 20000
0 19329 128000 128000
691 15505 114000 114000
9198 0 0 0
35340 26513 32149 48661
0 0 0 0
14182 40001 132432 142432
33567 8250 13567 23567
0 34733 28268 38268
13458 2999 87000 87000
35375 26024 67603 83626
27607 25943 17452 31000
0 0 388000 388000
0 16097 53000 53000
14000 0 14000 14000
0 0 0 0
28119 19666 30882 39000
35432 40001 7181 27181
29658 23001 9658 19883
28902 39997 11096 29997
28431 28376 56 18431
22001 6547 258000 258000
23945 26941 121116 132000
0 0 0 0
25089 8541 69912 75000
0 0 0 0
30370 10278 48631 58909
13105 0 90000 90000
0 0 0 0
0 9355 18000 18000
15000 22668 86333 89000
9610 40001 46015 56015
5811 0 45000 45000
0 0 15000 15000
0 0 0 0
0 0 0 0
26046 0 145955 152000
33196 19001 44805 54805
17856 14721 130000 130000
40001 18513 76334 86334
0 0 0 0
0 0 NA 0
0 0 NA 0
24548 4357 25453 30000
29095 0 24906 34000
0 0 0 0
1566 9770 0 0
22571 15000 119205 125000
15000 15000 NA 6126
13000 13000 10291 13000
11870 0 46000 46000
0 0 38000 38000
0 31000 17832 27832
0 0 68000 68000
0 0 0 0
23992 9019 213009 217000
0 0 0 0
0 222 0 0
32612 25519 31871 47389
0 0 NA 0
30113 22143 19746 31888
6415 6146 0 0
17000 16000 21342 33000
18095 0 0 8095
29863 40001 19077 38939
40001 0 107075 117075
0 0 NA 0
2031 3190 0 0
20000 0 14361 20000
0 0 0 0
10226 23981 31020 35000
0 11445 NA 0
0 0 0 0
0 0 0 0
27916 0 28085 36000
0 27682 72319 80000
0 0 0 0
0 0 0 0
0 0 13000 13000
31174 27087 39741 56827
0 0 0 0
21000 21000 215 18678
0 0 0 0
24222 26564 74216 85000
2489 0 16000 16000
0 0 0 0
0 11452 0 1452
8181 7869 0 0
2623 26461 176540 183000
0 0 0 0
0 23000 60902 68000
36548 27925 8624 26548
0 0 0 0
5400 26177 38824 45000
0 27584 193417 201000
0 16132 0 6132
21764 0 97237 99000
0 17205 127000 127000
0 0 0 0
0 0 NA 0
0 0 0 0
32226 3747 35775 45775
30245 15256 49756 59756
19591 5001 224000 224000
12921 8030 182000 182000
19000 0 16975 19000
21136 21370 31496 34000
0 0 NA 0
0 0 22000 22000
14650 40001 55064 65064
30689 5287 28312 38312
30948 10785 37053 47053
0 0 0 0
33323 18796 13323 23323
20517 31884 32601 43117
0 0 0 0
0 0 NA 0
0 0 0 0
0 0 NA 0
3870 3622 NA 0
17000 33303 48513 59698
29721 20405 9317 19721
5387 0 0 0
0 21000 2010 12010
0 28001 181000 181000
28001 20000 12485 20000
0 0 276000 276000
0 0 0 0
0 0 184000 184000
26000 16911 17552 26000
28749 19746 37252 46000
19000 11228 13310 19000
0 0 0 0
0 14386 32000 32000
0 0 0 0
0 0 0 0
40001 29071 NA 4779
0 0 0 0
24532 0 44469 49000
14810 4795 16000 16000
0 0 0 0
0 16000 12902 16000
0 0 NA 0
14744 3178 25000 25000
0 16334 29000 29000
24000 20167 15924 24000
23621 26334 2714 16334
31610 33844 2235 22235
26221 16890 6221 16221
0 0 0 0
22856 17069 60145 63000
30432 20000 52517 65569
15000 0 80420 82000
26724 31843 146435 163158
27740 27593 148 17740
11997 11356 0 1997
0 0 0 0
0 0 0 0
18000 18000 10602 18000
15438 16131 0 6131
22610 27929 20463 31000
0 17000 14671 17000
30514 26378 40110 56487
25657 26000 67628 80000
13490 17000 15943 17000
0 0 0 0
23000 23000 1098 18555
25061 21581 3481 15061
10297 0 0 297
0 0 0 0
0 0 0 0
0 0 0 0
37269 20458 33275 43732
0 0 NA 0
16000 16000 6650 16000
16000 0 396 10396
0 0 0 0
0 0 0 0
17000 17000 9965 17000
6978 0 0 0
8688 11164 0 1164
15000 15000 14683 15000
13237 11144 0 3237
24000 23490 41719 50000
16515 16522 NA 6515
3525 14971 0 4971
22742 20463 31797 35000
16793 14659 0 6793
18000 0 11338 18000
0 0 NA 0
0 0 0 0
0 0 NA 0
0 3924 0 0
15000 15000 10095 15000
15001 19000 37464 40000
0 0 0 0
19000 19000 10298 19000
1942 1939 NA 0
25067 20299 26636 32000
7321 1200 0 0
0 0 NA 0
0 0 0 0
17000 17000 14789 17000
15000 15000 8041 15000
15000 15000 NA 11044
13900 10781 0 3900
0 0 NA 0
20319 22024 29659 32000
6376 6314 NA 0
19000 19000 8317 19000
21362 30378 9017 20378
39718 26773 20511 37283
12226 15000 15000 15000
13460 839 52000 55460
10210 11170 0 1170
16445 10609 19000 19609
25327 17570 47674 53000
9440 7779 0 0
0 0 0 0
0 0 NA 0
0 0 0 0
21474 22000 10231 21704
22449 24686 87867 95000
22662 22650 77690 83000
10740 40001 46107 56107
40001 33669 9084 29084
14063 28862 57862 67862
28461 26054 2408 18461
16058 17000 17000 17000
0 23522 21479 25000
0 0 0 0
13194 13187 NA 3187
20656 10845 36345 37000
25000 0 18539 25000
23000 0 18705 23000
25000 17994 18628 25000
0 0 0 0
0 0 NA 0
0 0 0 0
0 20000 17075 20000
10891 19895 30000 30000
15699 0 0 5699
0 12324 0 2324
26971 8986 46030 53000
21727 4575 22274 24000
0 19000 16209 19000
15000 0 15000 15000
22432 26382 127188 136000
13687 0 23000 23000
33026 5077 65975 75975
0 0 0 0
0 0 NA 0
0 0 0 0
0 0 0 0
25227 19619 44774 50000
26132 35575 19295 35426
31269 0 11269 21269
0 0 20000 20000
0 0 0 0
0 0 0 0
16000 2594 47000 47000
16876 34000 46806 56806
25990 26184 NA 15990
0 4175 0 0
6489 17570 0 7570
21739 22000 15625 22000
0 12886 0 2886
17149 34132 44869 54869
32564 31915 650 20650
29745 19316 9745 19745
21368 31921 10554 21921
38656 39421 15925 35925
30960 14623 10960 20960
0 993 0 0
5630 14000 30235 33000
9011 8903 0 0
7178 2533 0 0
4091 4146 0 0
15462 36000 19664 29664
33841 22377 11465 23841
14002 10000 0 6200
10000 16000 24907 26000
6214 14000 14000 14000
14000 14000 0 6993
9388 12530 0 2530
20943 21000 15163 21000
15188 15218 NA 5188
11642 11558 0 1642
14578 0 68000 68000
28565 15664 52436 61000
17877 18000 17847 18000
10890 10524 0 890
17238 29290 160711 170000
0 0 0 0
18000 0 89997 96000
0 0 161000 161000
0 0 15000 15000
0 0 22000 22000
0 0 0 0
0 0 0 0
40001 25422 19484 34905
0 0 NA 0
19000 19000 11298 19000
0 0 0 0
16421 23121 23880 27000
6496 0 123000 123000
24000 0 14550 24000
28991 29091 101 19091
40001 0 234222 244222
0 17664 47000 47000
19277 19981 47000 47000
27170 24031 25801 37000
0 0 0 0
0 0 NA 0
21589 27521 58892 68000
26546 20000 61903 70000
10292 15000 13553 15000
0 3795 0 0
25000 21578 15011 25000
0 10075 25000 25000
0 0 NA NA
8300 0 31000 31000
2897 16839 43000 43000
0 0 0 0
0 0 NA 0
24432 0 23569 28000
0 0 NA NA
25693 3833 72308 78000
27520 23060 199422 210000
0 14392 51000 51000
32528 5749 58473 68473
29054 16744 22947 32000
7408 0 141000 141000
33000 26668 7782 24449
16001 26908 398093 405000
0 0 0 0
23699 0 77302 81000
0 0 NA 0
0 0 NA 0
0 12224 40000 40000
25485 28000 54950 70434
4058 20804 67197 68000
17692 0 132000 139692
26598 0 32403 39000
37534 2415 46467 56467
0 23000 242587 251000
0 0 NA 0
29017 0 26984 36000
0 0 0 0
0 0 NA 0
15000 15000 8292 15000
28060 0 37941 46000
0 9080 107000 107000
21585 9580 86585 96585
10929 0 99000 99000
32711 0 68290 78290
25623 19136 27623 37623
4763 0 74000 74000
22867 26578 107557 117000
18000 6637 92258 95000
26743 0 33258 40000
19000 16000 58641 65000
0 7582 173000 173000
0 22514 36487 39000
29254 16523 74747 84000
29571 30283 36148 55718
3887 37952 17952 27952
12853 0 77000 77000
0 0 139000 139000
25000 22424 55543 67000
24017 23738 29247 37000
11000 0 18724 21000
0 17447 206000 206000
0 40001 51248 61248
19857 26068 76933 83000
0 19937 35000 35000
19615 20720 27281 28000
0 0 0 0
0 0 0 0
0 0 0 0
0 4967 373000 373000
31000 12959 13646 23646
0 25000 9647 19647
0 0 0 0
0 0 74000 74000
0 0 0 0
0 0 0 0
0 32000 102697 112697
13404 0 96000 96000
25585 8677 81416 87000
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 17000 33647 36000
0 23642 42359 46000
23796 0 57205 61000
0 24055 4055 14055
27803 18988 490198 506988
23037 19724 197964 201000
1306 184 0 0
6347 22267 31734 34000
0 2781 0 0
16982 21102 46899 48000
21196 0 122805 124000
22415 0 29586 32000
40001 28913 44840 63752
12390 0 0 2390
25802 17943 163802 173802
21704 0 23297 25000
0 0 52000 52000
0 25952 73049 79000
4217 0 0 0
0 0 0 0
31884 0 517117 527117
24925 20575 46502 52000
0 0 0 0
28106 21090 30806 40000
0 19000 15930 19000
11052 13138 NA 1052
0 0 0 0
0 0 0 0
26232 0 29769 36000
12135 23704 27297 31000
27000 24968 5845 20812
0 0 0 0
0 0 0 0
18739 17001 63000 63000
20568 29000 18700 29000
16000 16000 7370 16000
23856 0 25145 29000
0 28228 8228 18228
0 0 0 0
0 0 27000 27000
16000 16000 5046 16000
17001 17001 0 5568
24000 6415 18721 24000
0 0 18000 18000
39383 22867 21752 34618
0 26285 42716 49000
0 0 0 0
0 0 0 0
19143 0 93000 93000
28127 13000 50996 62000
21323 0 50678 52000
5893 4786 NA 0
24619 26001 30382 38677
26001 19001 50000 50206
17000 17000 12109 17000
22900 23113 65989 72000
23453 0 67548 71000
21733 23000 13484 23000
6414 8089 NA 0
0 0 0 0
12263 13119 NA NA
16621 14509 NA 4509
17000 0 16549 17000
11000 4816 7166 11000
0 0 0 0
32712 22969 48321 61289
0 0 0 0
0 0 0 0
0 804 0 0
2411 4339 0 0
15000 15000 NA 5271
15000 15000 669 14411
20000 0 13657 20000
0 24130 24871 29000
0 0 0 0
23000 23000 138 18959
6062 27000 80343 90343
18882 26090 26911 33000
4794 2275 0 0
212 0 13000 13000
28926 0 241075 250000
26379 16095 44622 51000
19000 19000 4214 19000
2430 21777 157224 159000
13907 0 21000 24907
0 0 13000 13000
13314 9357 41000 41000
27329 30584 55256 72584
40001 28080 21168 39247
0 2806 457000 457000
0 26660 49341 56000
20274 9989 210727 211000
17573 25595 107406 113000
10946 21296 1296 11296
37762 10759 49762 59762
0 0 NA 0
6226 0 77000 77000
9218 21632 41369 43000
0 0 0 0
40001 28132 21769 39900
9688 21511 193490 195000
0 0 0 0
0 0 0 0
0 0 0 0
0 11257 13000 13000
29216 26635 56151 72000
0 0 1e+05 1e+05
20313 0 86688 87000
0 14000 12095 14000
0 21803 42198 44000
17189 17000 10068 24189
14034 16476 49000 49000
0 0 0 0
22000 9561 55279 65279
36834 25959 19209 35167
0 25944 5944 15944
29000 31934 27531 47531
12251 0 37000 37000
27000 24613 14314 27000
0 0 0 0
0 17000 30729 34000
0 0 0 0
27717 22741 39544 50000
17000 17000 9859 17000
0 12673 114000 114000
28782 16306 79219 88000
19000 19000 6689 19000
11901 18000 9535 18000
0 0 12000 12000
0 0 89000 89000
29210 25985 87807 103000
0 0 0 0
3583 35747 62254 72254
33542 11887 13542 23542
21128 20085 24789 26000
12802 10103 0 2802
226 75 0 0
0 0 0 0
0 14000 11130 14000
10192 11180 0 1180
21081 40001 25849 36929
40001 27124 18970 36093
3336 28615 26386 35000
0 0 48000 48000
0 0 0 0
26000 0 152316 162316
0 13281 0 3281
23367 6739 25634 29000
0 0 NA 0
17892 15513 20000 20000
19000 13668 17051 19000
27677 0 40324 48000
0 0 NA 0
0 0 0 0
10438 16712 0 6712
29470 17121 57531 67000
0 6202 32000 32000
20000 20000 NA 17828
7319 22282 24719 27000
18000 18000 4321 16214
14001 14001 NA 3728
14001 14001 0 0
20594 17011 20407 21000
7002 0 0 0
0 30182 33819 43819
26079 27000 13238 27000
0 0 0 0
0 14920 49000 49000
12830 11802 0 2830
0 0 0 0
25951 35146 9196 25146
37793 13001 20208 32524
16000 16000 10790 16000
918 0 0 0
0 0 0 0
17000 26866 11210 17000
27719 26001 16000 17720
27001 16016 42000 42000
0 20252 15000 15000
21925 18000 14487 18000
0 0 0 0
0 0 0 0
26022 3022 20979 27000
0 27928 20073 28000
0 0 0 0
22057 14000 74944 77000
21892 22000 16832 22000
2178 2204 NA 0
0 0 0 0
20050 0 33951 34000
0 0 0 0
28964 27043 48995 65000
0 20186 27815 28000
15857 0 0 5857
11218 12630 0 2630
28384 16108 8384 18384
24000 0 272838 277000
25000 35876 39814 56125
0 1639 12000 12000
9124 14797 0 4797
26710 406 76291 83000
0 24553 31448 36000
0 26437 45564 52000
0 0 NA 0
0 0 0 0
0 0 52000 52000
0 40001 50775 60775
0 0 0 0
0 0 0 0
0 23993 22008 26000
0 24060 52941 57000
14663 0 28000 28000
0 0 0 0
13954 0 47000 47000
17000 7130 57021 58000
0 23499 52502 56000
0 0 0 0
0 0 93000 93000
0 17603 0 7603
5059 4002 0 0
21979 3575 106022 108000
0 11601 56000 56000
0 0 39000 39000
32762 9774 39239 49239
5146 4646 0 0
24397 23404 23201 31000
0 0 0 0
10180 12214 0 2214
23346 20901 28755 33000
19132 1662 25000 25000
22221 12803 24780 27000
17000 24393 61608 66000
0 0 0 0
23932 23779 154 13932
0 0 44000 44000
12037 0 180000 180000
18000 17001 18000 18000
23733 33000 13956 27688
4061 26790 71211 78000
11868 21961 21040 23000
0 15000 15000 15000
147 1408 NA NA
158 2583 14000 14000
4920 4896 NA 0
8971 15680 NA 0
0 0 0 0
0 26209 54792 61000
15114 0 0 5114
15000 0 10794 15000
21546 14599 37455 39000
0 0 0 0
27000 24648 9914 24561
19000 0 54000 54000
0 0 NA 0
18000 0 76261 78000
7287 0 0 0
17713 17856 20000 20000
0 0 0 0
0 0 NA 0
5006 0 16000 16000
37000 15024 128976 138976
15782 25079 146922 152000
23650 15000 61351 71447
0 29339 77662 87000
0 0 218000 218000
9436 0 36000 36000
15649 15388 0 5649
30000 18678 79990 89990
13980 12867 51000 51000
0 0 NA 0
20034 22657 2624 12657
25530 29983 4454 19983
40001 36404 20404 40404
0 0 0 0
0 0 0 0
6932 6545 NA 0
22984 2630 20017 23000
10273 14000 0 4668
14000 15000 25076 29000
9092 8286 0 0
10456 22734 21267 24000
0 0 0 0
8301 33241 13241 23241
38288 39598 23116 43116
35979 0 15979 25979
2716 0 NA 0
23728 20673 19601 24000
2976 782 0 0
0 0 0 0
0 21646 1646 11646
24000 19159 19120 24000
12169 14646 NA 2169
9455 9194 0 0
0 0 0 0
28000 28000 9835 28000
3240 0 107000 107000
0 0 0 0
0 22728 23273 26000
4850 11981 0 1981
23223 3507 47778 51000
37248 0 17248 27248
13650 16717 0 6717
20107 12442 75894 78442
15000 0 15000 15000
19000 19000 8544 19000
24844 24656 29502 39000
0 0 0 0
32449 7689 40552 50552
23000 15001 14978 23000
23214 27000 13543 26756
0 0 0 0
0 10875 31000 31000
2074 13424 104000 107424
0 0 0 0
0 0 0 0
0 40001 20654 30654
40001 21159 53614 64772
0 0 0 0
0 0 0 0
0 0 0 0
6851 6960 0 0
14103 9525 NA 0
15899 15999 0 5999
22693 40001 61320 74012
40001 4528 61368 71368
0 0 29000 29000
18000 7596 18000 18000
35398 0 52398 62398
37164 19418 17164 27164
0 0 0 0
0 26001 45685 49000
26001 16000 16000 20369
0 0 24000 24000
23000 16801 12063 22063
23328 22833 69841 76000
19000 19000 11865 19000
3072 10001 13000 13000
25000 0 19996 25000
25000 13788 19462 25000
25755 36226 10472 26226
38945 0 63056 73056
0 0 0 0
14000 0 14000 14000
18000 17405 14710 18000
5343 2381 0 0
10000 27032 118969 126000
21871 25270 197861 205000
13349 29033 75968 85000
0 24803 102198 107000
0 0 0 0
30845 0 54156 64156
0 28000 71985 81985
2574 0 NA 0
0 0 0 0
0 13000 181678 191678
19429 25160 20841 26000
0 23000 10935 20935
23000 23000 NA 18666
28000 28000 169 18699
0 0 0 0
0 0 0 0
0 19407 46000 46000
22710 5520 42291 45000
0 12779 31000 31000
0 0 0 0
19592 22067 26934 29000
8028 23119 24882 28000
0 0 0 0
24000 11054 8706 18706
25000 27000 55307 71000
18970 20392 46609 47000
2833 26771 164230 171000
6671 2926 0 0
0 0 182000 182000
0 0 13000 13000
0 2373 591000 591000
11000 11000 0 5585
25000 13879 15678 25000
1680 0 0 0
0 13835 48000 48000
15000 15000 NA 15000
14055 21404 232597 234000
6226 27615 104386 112000
0 0 0 0
14000 14000 104 14000
2547 3339 0 0
36510 30938 NA 14429
3699 0 0 0
0 26513 35488 42000
6670 25278 21723 27000
17000 10001 7138 17000
16000 16000 5834 16000
0 0 NA NA
21918 22784 60300 65000
0 12000 9806 12000
20000 20000 4493 20000
3090 24772 91229 96000
0 0 0 0
0 22000 49471 56000
15610 0 139000 139000
0 0 NA 0
20000 22585 66278 69000
0 22734 31734 41734
25420 27649 41933 55000
0 23471 58530 62000
0 11050 0 1050
27000 33837 6838 23837
0 0 0 0
0 0 0 0
0 23000 713512 717000
12080 13000 6481 13000
40001 0 35517 45517
26168 24641 24193 35000
26817 11474 48184 56474
16000 14903 6228 16000
7980 0 160000 160000
0 0 0 0
17799 40001 24219 34219
32637 22131 10507 22637
26986 25000 105469 122454
20000 20000 15859 20000
31676 35591 8735 28735
20541 21176 NA 10541
0 0 0 0
18166 18367 0 8367
23463 14404 31538 35000
17000 0 11153 17000
2937 2847 NA 0
15677 16075 0 6075
24995 21509 28498 35000
0 0 0 0
0 0 NA 0
0 0 0 0
23583 1682 25418 29000
11048 13319 0 3319
20000 0 19007 20000
3122 2887 NA 0
20000 5135 17886 20000
21176 0 20825 22000
16000 16000 8005 16000
17000 26889 46005 59000
0 0 411000 411000
13427 14458 0 4458
24352 1006 94649 99000
25000 20066 12676 22741
17724 21464 1464 19188
27000 26783 5878 22660
0 0 0 0
0 0 0 0
0 0 0 0
0 11658 107000 107000
27307 26418 890 17307
10516 0 70000 70000
0 3220 0 0
15513 21131 83870 85000
25000 14813 15383 25000
0 0 0 0
0 0 0 0
0 0 0 0
0 12543 0 2543
21000 9201 19446 21000
16000 16000 7285 16000
14085 13067 0 4085
369 0 0 0
0 11079 22000 22000
0 1472 0 0
8982 16000 11158 16000
16000 13881 0 7665
0 32029 80972 90972
7726 7893 NA 0
3284 0 0 0
0 0 0 0
3742 18812 22000 22000
10868 17557 82000 82868
16636 0 23000 23000
0 0 0 0
12000 12000 0 9293
599 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
17000 17000 215 11319
17000 23286 9226 17000
23273 25257 NA 4017
21841 19032 0 9969
16433 13000 10433 13000
7857 8540 0 0
20766 26000 8025 18790
26000 23986 7355 21340
18818 14227 0 8818
0 13901 NA 0
0 0 0 0
0 0 0 0
16561 16813 0 6813
26282 30484 14236 30517
10000 0 118000 118000
15000 15000 5645 15000
20000 20000 9524 20000
11364 24001 39000 39000
21000 21000 11209 21000
18492 21571 26430 28000
15001 26000 9078 19078
26000 25677 9309 24985
9717 12972 NA 0
22000 18258 17422 22000
15000 15000 15000 15000
14274 14589 NA 4274
9842 10252 NA 0
6242 5992 0 0
1741 0 0 0
0 0 0 0
0 0 0 0
3623 4301 0 0
19000 4533 NA 0
19000 25001 15028 19000
25001 25001 NA 6931
25001 25001 0 8559
25001 33307 18411 30694
15994 14382 0 5994
1313 25001 21000 21000
17742 14000 10031 14000
21001 21001 0 2981
21001 17001 37234 38000
25000 0 8232 18232
0 0 0 0
0 0 NA 0
13045 13372 0 3372
17301 25000 18771 25000
8364 8307 0 0
4130 3206 0 0
0 5099 0 0
6946 8965 34000 34000
0 19769 20000 20000
4061 13000 0 3288
13000 15224 11324 13000
23001 23932 33349 39000
0 18000 53547 57000
15001 15001 0 0
16000 17900 10599 16000
21001 19819 NA 5587
21001 21001 0 5331
22000 22000 5104 19225
15147 14758 0 5147
0 0 0 0
0 0 0 0
0 0 0 0
0 0 NA 0
0 13363 0 3363
18274 4509 25000 25000
19498 14596 NA 4596
20000 25001 14876 20000
25001 18278 17000 20990
19001 19001 0 5412
19001 19015 20000 31983
24648 24549 NA 14549
26621 23802 46579 57000
5221 4168 0 0
0 0 0 0
0 0 0 0
7964 15050 0 5050
19642 9198 37000 37000
1404 1159 0 0
0 0 0 0
0 17545 0 7545
18791 5518 0 8791
0 0 0 0
17099 40001 26933 36933
40001 29001 22688 32979
23510 18000 10606 18000
0 0 NA 0
0 0 0 0
24000 24000 15224 24000
0 0 NA 0
0 0 0 0
30848 40001 16900 36900
40001 38753 29773 49773
0 0 0 0
13485 27262 40739 48000
17000 17000 8322 17000
3973 3001 0 0
13000 13000 0 5918
13000 0 7922 13000
5444 12638 0 2638
17000 16826 14352 17000
10119 10348 NA 119
0 4930 0 0
11873 14518 0 4518
20293 39178 20531 30823
34257 20490 13768 24257
12426 11763 0 2426
0 0 0 0
0 0 0 0
0 0 0 0
0 13574 0 3574
15000 15000 3595 15000
3256 1918 0 0
0 0 0 0
0 0 0 0
22912 25672 33418 42000
0 0 0 0
0 20000 17076 20000
23000 23000 11442 23000
0 0 0 0
0 0 0 0
28879 9258 36122 45000
0 0 0 0
0 0 0 0
3073 13147 81000 81000
243 1158 NA 0
21185 17268 23816 32268
21497 23196 63309 68000
0 0 0 0
0 14000 87238 90000
0 0 0 0
0 27001 21555 23000
20718 0 13000 13000
25000 25000 46 16300
0 0 0 0
18000 20001 9261 24423
22827 2601 29174 32000
9346 15744 15000 15000
19001 0 27000 27000
21693 20001 91308 98184
20365 9888 365 10365
36356 24773 NA NA
36274 15649 16274 26274
0 0 NA 0
29000 0 44694 54694
19000 19000 7172 19000
5481 2470 0 0
20000 5319 29766 37000
26183 21641 26178 34000
0 0 0 0
0 0 NA 0
0 40001 24711 34711
40001 20239 29410 39648
0 0 NA 0
22749 17639 73252 76000
20519 0 51482 52000
21163 40001 27311 38473
40001 40001 17482 37482
0 0 NA NA
0 0 0 0
0 0 0 0
0 0 14000 14000
24874 19472 47127 52000
0 0 0 0
0 0 0 0
26949 21901 36152 45000
11172 0 22000 23172
20000 20000 13632 20000
23240 0 65761 69000
0 0 0 0
13664 26035 23966 30000
0 17707 48000 48000
2001 38091 42910 52910
27000 18250 46159 56159
0 0 0 0
24851 28961 22190 36000
18064 0 23000 23000
25725 22001 66276 72000
15735 13020 13735 15000
19707 20707 31294 32000
3132 8995 16000 16000
30920 0 294081 304081
17374 14827 0 7374
0 19972 42000 42000
0 0 0 0
0 0 NA 0
0 0 0 0
28967 29628 662 19628
31000 21991 11430 23420
13409 10250 0 3409
0 40001 50599 60599
39014 11275 37014 47014
26000 18000 62661 74000
10856 17000 14252 17000
0 0 0 0
40001 30901 46422 66422
0 0 NA 0
0 23116 26885 30000
0 0 92000 92000
20956 9327 191045 192000
31533 0 435468 445468
5131 0 31000 31000
29675 0 57326 67000
0 0 NA 0
0 25908 80093 86000
0 0 35000 35000
0 0 NA 0
0 23596 3596 13596
0 0 0 0
5777 0 171000 171000
0 0 NA 0
0 0 0 0
20480 28069 67453 76000
25088 25152 65 15152
0 27618 583383 591000
0 0 0 0
0 0 163000 163000
20790 18000 45211 46000
14155 18214 41214 44000
22866 22000 7807 22000
0 0 0 0
40001 5804 96885 106885
35945 28842 17215 36056
0 13000 72592 76000
20164 0 27837 28000
18000 0 94000 102842
13000 0 7870 13000
0 0 278000 278000
26573 13550 38428 45000
30473 14285 72528 82528
0 24000 16458 24000
18504 19000 12242 19000
497 0 0 0
0 0 NA 0
0 15170 19000 19000
0 25000 41751 51751
3658 35915 160086 170086
22567 25604 3038 15604
25448 13000 100159 109000
0 21887 66114 68000
0 0 NA 0
